DATA,PRODUTO,UNIDADE,MÁXIMO,MAIS FREQUENTE,MINIMO
2023-01-03,00101-ABACATE,KG,9,5.55,3.89
2023-01-03,00201-ABACAXI CAIENA (HAWAI),UND,5.5,5.0,4.0
2023-01-03,00202-ABACAXI PEROLA,UND,5,4.0,3.0
2023-01-03,00203-ABACAXI TERRA DE AREIA,UND,3.75,3.0,1.5
2023-01-03,05901-ABOBORA,KG,5,3.5,2.5
2023-01-03,06003-ABOBRINHA ITALIANA,KG,3.33,2.67,2.0
2023-01-03,06004-ABOBRINHA TRONCO,KG,4,2.67,2.0
2023-01-03,03401-ACEROLA,KG,15,15.0,12.5
2023-01-03,04201-AGRIAO,DZ,12,12.0,10.0
2023-01-03,04301-AIPO SALSAO,DZ,96,72.0,72.0
2023-01-03,04401-ALCACHOFRA,UND,7.14,5.71,5.71
2023-01-03,04450-ALCACHOFRA IMPORTADA,KG,23.81,23.81,21.43
2023-01-03,10201-ALECRIM,MOL,2,2.0,1.5
2023-01-03,04501-ALFACE,DZ,15,12.0,8.0
2023-01-03,04502-ALFACE AMERICANA,DZ,25,15.0,15.0
2023-01-03,07650-ALHO IMPORTADO,KG,26,24.0,20.0
2023-01-03,12001-ALHO MACHO,KG,13,13.0,10.0
2023-01-03,07603-ALHO NACIONAL,KG,26,24.0,20.0
2023-01-03,11001-ALHO PORO,DZ,25,25.0,20.0
2023-01-03,04601-ALMEIRAO / RADITE,DZ,12,12.0,10.0
2023-01-03,00350-AMEIXA IMPORTADA,KG,11.11,8.89,8.89
2023-01-03,00301-AMEIXA NACIONAL,KG,10,7.0,5.0
2023-01-03,09502-AMENDOIM COM CASCA,KG,9,8.0,8.0
2023-01-03,09501-AMENDOIM SEM CASCA,KG,10,8.8,8.8
2023-01-03,00401-AMORA PRETA,KG,50,50.0,50.0
2023-01-03,00501-BANANA CATURRA / NANICA,KG,4.5,3.33,2.0
2023-01-03,00505-BANANA MACA,KG,12,10.0,8.0
2023-01-03,00503-BANANA PRATA / BRANCA,KG,5.5,4.25,2.75
2023-01-03,10101-BATATA-DOCE,KG,4.45,3.33,2.22
2023-01-03,07701-BATATA INGLESA,KG,4.8,4.4,3.2
2023-01-03,06101-BERINJELA,KG,5,3.5,2.5
2023-01-03,07802-BETERRABA,KG,4,3.05,2.22
2023-01-03,07801-BETERRABA MOLHO,DZ,35,30.0,25.0
2023-01-03,04702-BROCOLIS,DZ,40,35.0,20.0
2023-01-03,11701-BROTOS DIVERSOS,KG,36,25.0,25.0
2023-01-03,00650-CAQUI IMPORTADO,KG,26.67,25.0,22.22
2023-01-03,07901-CARA,KG,13.33,12.67,12.67
2023-01-03,00701-CARAMBOLA,KG,12,11.43,7.5
2023-01-03,08001-CEBOLA NACIONAL,KG,4.5,4.0,2.5
2023-01-03,08002-CEBOLA ROXA,KG,5.5,5.5,5.0
2023-01-03,08102-CENOURA,KG,4.5,2.78,2.22
2023-01-03,08150-CENOURA BABY,KG,17,16.0,16.0
2023-01-03,08101-CENOURA MOLHO,DZ,25,20.0,15.0
2023-01-03,09850-CEREJA IMPORTADA,KG,30,30.0,28.0
2023-01-03,04801-CHEIRO VERDE / TEMPERO,DZ,18,12.0,10.0
2023-01-03,04901-CHICORIA / ESCAROLA,DZ,12,10.0,10.0
2023-01-03,06201-CHUCHU,KG,3.5,2.5,2.0
2023-01-03,00802-COCO SECO,KG,7.22,6.67,6.67
2023-01-03,00801-COCO VERDE,UND,5,4.5,4.5
2023-01-03,05001-COUVE,DZ,15,10.0,8.0
2023-01-03,10501-COUVE CHINESA,DZ,35,25.0,20.0
2023-01-03,10601-COUVE-FLOR,DZ,50,40.0,30.0
2023-01-03,03501-ENDIVIA,KG,50,40.0,40.0
2023-01-03,05101-ERVA DOCE / FUNCHO,DZ,72,72.0,70.0
2023-01-03,05102-ERVAS AROMATICAS,MOL,2,2.0,1.5
2023-01-03,06302-ERVILHA,KG,27.78,27.78,17.14
2023-01-03,06303-ERVILHA TORTA,KG,38.89,33.33,33.33
2023-01-03,05301-ESPINAFRE,DZ,20,15.0,12.0
2023-01-03,06401-FAVA,KG,13.33,11.25,11.25
2023-01-03,09301-FEIJAO,KG,10,7.0,5.5
2023-01-03,00901-FIGO MADURO,KG,33.33,27.78,16.66
2023-01-03,00902-FIGO VERDE,KG,8,7.0,6.0
2023-01-03,12301-FLORES COMESTIVEIS,UND,9,9.0,8.0
2023-01-03,08201-GENGIBRE,KG,7.5,6.0,5.0
2023-01-03,01001-GOIABA,KG,10,8.33,5.0
2023-01-03,12401-GRAVIOLA,KG,15,13.33,13.33
2023-01-03,08401-INHAME,KG,13.33,12.67,12.67
2023-01-03,01101-JABUTICABA,KG,26.67,20.0,11.11
2023-01-03,01201-JACA,UND,30,30.0,30.0
2023-01-03,06501-JILO,KG,13.08,12.0,12.0
2023-01-03,11301-KINKAN,KG,37.5,37.5,37.5
2023-01-03,01350-KIWI IMPORTADO,KG,15.55,15.0,13.0
2023-01-03,01401-LARANJA BAIA (UMBIGO),KG,7.22,6.67,5.55
2023-01-03,01450-LARANJA IMPORTADA,KG,12,9.14,7.78
2023-01-03,01403-LARANJA LIMA (CEU),KG,3.89,3.33,2.22
2023-01-03,01406-LARANJA SUCO,KG,3.33,2.78,2.22
2023-01-03,01501-LIMA,KG,7.78,6.11,3.05
2023-01-03,01650-LIMAO IMPORTADO,KG,10,9.33,8.67
2023-01-03,01602-LIMAO SICILIANO,KG,6.33,6.33,6.33
2023-01-03,01603-LIMAO TAITI,KG,3.33,2.78,2.22
2023-01-03,10701-LOURO,MOL,2,2.0,1.5
2023-01-03,01704-MACA FUJI CX PAP,KG,9.44,9.44,4.44
2023-01-03,01701-MACA FUJI CX PLAST,KG,8.06,6.11,3.5
2023-01-03,01753-MACA FUJI IMPORTADA,KG,7.5,7.22,7.22
2023-01-03,01705-MACA GALA CX PAP,KG,9.72,9.72,4.44
2023-01-03,01703-MACA GALA CX PLAST,KG,8.06,6.11,3.5
2023-01-03,01754-MACA GALA IMPORTADA,KG,10.44,9.44,7.78
2023-01-03,01707-MACA GOLDEN CX PAP,KG,8.89,7.78,7.78
2023-01-03,01756-MACA GRANNY SMITH,KG,10.28,10.28,9.72
2023-01-03,01755-MACA RED DELICIOUS,KG,10,9.21,9.21
2023-01-03,01803-MAMAO AMAZONAS (PAPAIA),KG,9.5,9.0,9.0
2023-01-03,01802-MAMAO FORMOSA,KG,8,7.3,6.0
2023-01-03,08501-MANDIOCA,KG,3.89,3.33,2.5
2023-01-03,08601-MANDIOQUINHA,KG,20,20.0,15.0
2023-01-03,01901-MANGA,KG,3.89,3.05,2.5
2023-01-03,05402-MANJERICAO,MOL,2,1.5,1.5
2023-01-03,05401-MANJERONA,MOL,2,2.0,1.5
2023-01-03,02001-MARACUJA AZEDO,KG,15,11.0,9.0
2023-01-03,02002-MARACUJA DOCE,KG,30,22.5,20.0
2023-01-03,06601-MAXIXE,KG,12.31,11.54,11.54
2023-01-03,11601-MEL,KG,25,25.0,22.0
2023-01-03,02101-MELANCIA,KG,3.5,1.5,1.0
2023-01-03,10901-MELANCIA KODAMA / BABY,KG,6,6.0,4.5
2023-01-03,02201-MELAO COMUM (GAUCHO),KG,3.89,3.33,2.22
2023-01-03,02202-MELAO ESPANHOL,KG,5,4.23,3.69
2023-01-03,02208-MELAO GALIA / CANTALOUPE,KG,6.67,5.55,3.75
2023-01-03,02205-MELAO NET,KG,10,8.33,8.33
2023-01-03,02204-MELAO ORANGE,KG,8.33,6.67,6.33
2023-01-03,02206-MELAO PELE DE SAPO,KG,5.83,5.0,4.23
2023-01-03,09601-MILHO PIPOCA,KG,7,7.0,6.5
2023-01-03,09401-MILHO RACAO,KG,2,2.0,1.9
2023-01-03,06701-MILHO VERDE (3UN),SCL,3.5,3.0,2.5
2023-01-03,03901-MIRTILO,KG,100,50.0,50.0
2023-01-03,06801-MOGANGO,KG,2.5,2.25,2.0
2023-01-03,06903-MORANGA AMARELA / PATACA,KG,1.75,1.5,1.25
2023-01-03,06901-MORANGA CABOTIA PRETA,KG,3.25,2.75,2.25
2023-01-03,02301-MORANGO,KG,15,12.0,10.0
2023-01-03,05501-MOSTARDA,DZ,20,18.0,12.0
2023-01-03,08703-NABO (EM CAIXA OU EM SACO),KG,3,2.5,2.0
2023-01-03,08701-NABO (EM MOLHO),DZ,40,25.0,25.0
2023-01-03,02401-NECTARINA,KG,7,6.0,4.0
2023-01-03,02450-NECTARINA IMPORTADA,KG,15.56,7.55,7.55
2023-01-03,02501-NESPERA,KG,75,75.0,75.0
2023-01-03,08901-OVO BRANCO CX30DZ,CX,175,170.0,165.0
2023-01-03,08903-OVO CODORNA CXT30UN,CXT,6,6.0,5.5
2023-01-03,08902-OVO VERMELHO CX30DZ,CX,190,180.0,175.0
2023-01-03,07001-PEPINO CONSERVA,KG,6.67,5.55,4.44
2023-01-03,07003-PEPINO JAPONES,KG,5.55,3.33,2.22
2023-01-03,07002-PEPINO SALADA,KG,3.33,2.78,2.22
2023-01-03,02750-PERA ASIATICA,KG,16,16.0,16.0
2023-01-03,02754-PERA DANJOU,KG,9.44,8.33,8.33
2023-01-03,02701-PERA NACIONAL,KG,5,4.0,1.75
2023-01-03,02751-PERA VERMELHA,KG,8.33,7.78,7.78
2023-01-03,02755-PERA WILLIAMS / PACKAMS,KG,13.33,8.33,8.33
2023-01-03,02850-PESSEGO IMPORTADO,KG,20,20.0,20.0
2023-01-03,02801-PESSEGO NACIONAL,KG,7,5.0,4.0
2023-01-03,07101-PIMENTA,KG,20,20.0,15.0
2023-01-03,07201-PIMENTAO,KG,6,5.0,3.0
2023-01-03,07204-PIMENTAO AMARELO,KG,16,15.0,11.0
2023-01-03,07202-PIMENTAO CAPELETI,KG,15,15.0,11.25
2023-01-03,07203-PIMENTAO VERMELHO,KG,16,15.0,11.0
2023-01-03,02901-PINHA,KG,16.67,15.0,15.0
2023-01-03,11101-PITAYA,KG,25,22.22,20.0
2023-01-03,07301-QUIABO,KG,15,12.0,10.0
2023-01-03,08802-RABANETE,KG,3.5,3.0,2.25
2023-01-03,08801-RABANETE MOLHO,DZ,25,25.0,20.0
2023-01-03,05602-REPOLHO ROXO,DZ,35,30.0,25.0
2023-01-03,05601-REPOLHO VERDE,KG,2,1.5,0.75
2023-01-03,03101-ROMA,KG,26.67,22.22,22.22
2023-01-03,05701-RUCULA,DZ,15,12.0,10.0
2023-01-03,05801-SALVIA,MOL,2,2.0,1.5
2023-01-03,03250-TANGERINA IMPORTADA,KG,10,9.0,8.0
2023-01-03,03202-TANGERINA MURCOTT,KG,8.33,8.33,5.0
2023-01-03,07401-TOMATE CAQUI (GAUCHO),KG,7.5,5.5,4.0
2023-01-03,07404-TOMATE CAQUI LONGA VIDA,KG,7.22,5.0,3.33
2023-01-03,07405-TOMATE CEREJA (MINI TOMATES),KG,12,8.0,6.5
2023-01-03,07402-TOMATE ITALIANO / PAULISTA,KG,8.33,6.67,4.0
2023-01-03,03302-UVA COMUM DE MESA,KG,6,5.71,5.0
2023-01-03,03350-UVA IMPORTADA,KG,21.25,21.25,21.25
2023-01-03,03303-UVAS FINAS DE MESA,KG,21.5,15.0,15.0
2023-01-03,07501-VAGEM,KG,10,6.0,4.0
2023-01-03,12201-YACON,KG,16,12.0,10.0
2023-01-03,50001-ANTURIO VASO,UND,39,35.0,17.0
2023-01-03,50102-ASTER,MOL,30,24.0,15.0
2023-01-03,50202-ASTROMELIA,MOL,30,28.0,20.0
2023-01-03,51901-AZALEIA VASO,UND,20,15.0,10.0
2023-01-03,50401-BEGONIA,UND,29,29.0,15.0
2023-01-03,50602-BOCA DE LEAO,MOL,35,29.0,29.0
2023-01-03,50701-BONSAI,UND,35,35.0,35.0
2023-01-03,50801-CACTUS,UND,110,10.0,3.5
2023-01-03,50806-CACTUS MINI 15UN,CX,45,45.0,30.0
2023-01-03,50902-COPO DE LEITE,MOL,39,39.0,39.0
2023-01-03,51102-CRAVINA,MOL,39,35.0,30.0
2023-01-03,51601-CRAVO,DZ,45,40.0,40.0
2023-01-03,51701-CRISANTEMO,UND,20,20.0,10.0
2023-01-03,51702-CRISANTEMO VASO,MOL,59,48.0,48.0
2023-01-03,51602-ESTATICE,MOL,28,28.0,20.0
2023-01-03,51402-GERBERA 12UN,MOL,45,45.0,36.0
2023-01-03,51502-GIRASSOL 6UN,MOL,35,30.0,28.0
2023-01-03,51501-GIRASSOL VASO,UND,15,15.0,15.0
2023-01-03,52201-GLOXINIA VASO,UND,15,15.0,15.0
2023-01-03,52001-KALANCHOE,UND,12,7.9,6.0
2023-01-03,52006-KALANCHOE MINI15UN,CX,45,45.0,39.0
2023-01-03,53501-KALANDIVA VASO,UND,19,7.9,7.9
2023-01-03,53601-LIRIO DA PAZ,UND,35,25.0,20.0
2023-01-03,53602-LIRIO MOLHE,MOL,65,59.0,49.0
2023-01-03,51802-LISIANTHUS,MOL,49,45.0,45.0
2023-01-03,54701-MOSQUITINHO,MOL,39,30.0,29.0
2023-01-03,52250-MOSQUITINHO IMP,MOL,250,250.0,250.0
2023-01-03,52301-ORQUIDEA VASO,UND,79,45.0,30.0
2023-01-03,53606-PRIMULA 15UN,CX,15,15.0,15.0
2023-01-03,54901-ROSA COLORIDA 20UN,MOL,59,35.0,35.0
2023-01-03,54950-ROSA IMPORTADA,MOL,250,250.0,250.0
2023-01-03,54601-ROSA VERMELHA 20UN,MOL,59,35.0,35.0
2023-01-03,52101-SAMAMBAIA CUIA,UND,39,30.0,20.0
2023-01-03,52601-SUCULENTAS,UND,10,10.0,10.0
2023-01-03,52606-SUCULENTAS MINI 15UN,CX,45,45.0,45.0
2023-01-03,52702-TANGO,MOL,24,20.0,18.0
2023-01-03,52801-THUIA CIPRESTE VASO,UND,50,30.0,15.0
2023-01-03,52901-TULIPA,UND,24,24.0,24.0
2023-01-03,53004-VERDES ASPARGO,MOL,24,24.0,20.0
2023-01-03,53104-VERDES EUCALIPTUS,MOL,35,24.0,24.0
2023-01-03,53204-VERDES RUSCUS,MOL,25,24.0,19.0
2023-01-03,54801-VERDES (SAMAMBAIA PRETA),MOL,30,15.0,12.0
2023-01-03,51801-VIOLETA,UND,6,5.0,5.0
2023-01-03,51806-VIOLETA MINI 15UN,CX,45,45.0,45.0
2023-01-05,00101-ABACATE,KG,7.5,6.0,5.5
2023-01-05,00201-ABACAXI CAIENA (HAWAI),UND,6,5.5,4.0
2023-01-05,00202-ABACAXI PEROLA,UND,5.5,4.5,3.5
2023-01-05,00203-ABACAXI TERRA DE AREIA,UND,3.75,3.0,1.5
2023-01-05,05901-ABOBORA,KG,5,3.5,2.5
2023-01-05,06003-ABOBRINHA ITALIANA,KG,3.33,2.67,2.0
2023-01-05,06004-ABOBRINHA TRONCO,KG,3.33,2.67,2.0
2023-01-05,03401-ACEROLA,KG,15,15.0,12.5
2023-01-05,04201-AGRIAO,DZ,15,12.0,10.0
2023-01-05,04301-AIPO SALSAO,DZ,96,72.0,72.0
2023-01-05,04401-ALCACHOFRA,UND,7.14,5.71,5.71
2023-01-05,04450-ALCACHOFRA IMPORTADA,KG,23.81,23.81,21.43
2023-01-05,10201-ALECRIM,MOL,2,2.0,1.5
2023-01-05,04501-ALFACE,DZ,15,12.0,10.0
2023-01-05,04502-ALFACE AMERICANA,DZ,25,20.0,15.0
2023-01-05,07650-ALHO IMPORTADO,KG,26,24.0,20.0
2023-01-05,12001-ALHO MACHO,KG,13,13.0,10.0
2023-01-05,07603-ALHO NACIONAL,KG,26,24.0,20.0
2023-01-05,11001-ALHO PORO,DZ,25,25.0,20.0
2023-01-05,04601-ALMEIRAO / RADITE,DZ,12,10.0,10.0
2023-01-05,00350-AMEIXA IMPORTADA,KG,11.11,8.89,8.89
2023-01-05,00301-AMEIXA NACIONAL,KG,10,7.0,5.0
2023-01-05,09502-AMENDOIM COM CASCA,KG,9,8.0,8.0
2023-01-05,09501-AMENDOIM SEM CASCA,KG,10,8.8,8.8
2023-01-05,00401-AMORA PRETA,KG,50,50.0,50.0
2023-01-05,00501-BANANA CATURRA / NANICA,KG,4,2.78,1.75
2023-01-05,00505-BANANA MACA,KG,12,10.0,8.0
2023-01-05,00503-BANANA PRATA / BRANCA,KG,5.5,4.17,1.94
2023-01-05,10101-BATATA-DOCE,KG,4.45,3.33,2.22
2023-01-05,07701-BATATA INGLESA,KG,5.2,4.4,4.0
2023-01-05,06101-BERINJELA,KG,5,4.5,3.0
2023-01-05,07802-BETERRABA,KG,4,3.33,2.22
2023-01-05,07801-BETERRABA MOLHO,DZ,45,40.0,30.0
2023-01-05,04702-BROCOLIS,DZ,50,35.0,25.0
2023-01-05,11701-BROTOS DIVERSOS,KG,36,25.0,25.0
2023-01-05,00650-CAQUI IMPORTADO,KG,26.67,25.0,22.22
2023-01-05,07901-CARA,KG,13.33,12.67,12.67
2023-01-05,00701-CARAMBOLA,KG,16,12.0,11.42
2023-01-05,08001-CEBOLA NACIONAL,KG,4.75,4.0,3.0
2023-01-05,08002-CEBOLA ROXA,KG,6.5,5.5,4.5
2023-01-05,08102-CENOURA,KG,5,3.05,1.94
2023-01-05,08150-CENOURA BABY,KG,17,16.0,16.0
2023-01-05,08101-CENOURA MOLHO,DZ,25,20.0,15.0
2023-01-05,09850-CEREJA IMPORTADA,KG,34,30.0,18.0
2023-01-05,04801-CHEIRO VERDE / TEMPERO,DZ,18,12.0,10.0
2023-01-05,04901-CHICORIA / ESCAROLA,DZ,12,10.0,8.0
2023-01-05,06201-CHUCHU,KG,3.5,2.5,2.0
2023-01-05,00802-COCO SECO,KG,7.22,6.67,6.67
2023-01-05,00801-COCO VERDE,UND,5,4.5,4.5
2023-01-05,05001-COUVE,DZ,15,10.0,10.0
2023-01-05,10501-COUVE CHINESA,DZ,40,30.0,20.0
2023-01-05,10601-COUVE-FLOR,DZ,60,50.0,35.0
2023-01-05,03501-ENDIVIA,KG,50,40.0,40.0
2023-01-05,05101-ERVA DOCE / FUNCHO,DZ,72,72.0,70.0
2023-01-05,05102-ERVAS AROMATICAS,MOL,2,2.0,1.5
2023-01-05,06302-ERVILHA,KG,27.78,27.78,17.14
2023-01-05,06303-ERVILHA TORTA,KG,38.89,33.33,33.33
2023-01-05,05301-ESPINAFRE,DZ,20,15.0,15.0
2023-01-05,06401-FAVA,KG,13.33,11.25,11.25
2023-01-05,09301-FEIJAO,KG,10,7.0,5.5
2023-01-05,00901-FIGO MADURO,KG,30,20.0,10.0
2023-01-05,00902-FIGO VERDE,KG,8,7.0,6.0
2023-01-05,12301-FLORES COMESTIVEIS,UND,9,9.0,8.0
2023-01-05,08201-GENGIBRE,KG,7.5,6.0,5.0
2023-01-05,01001-GOIABA,KG,10,8.33,5.0
2023-01-05,12401-GRAVIOLA,KG,15,13.33,13.33
2023-01-05,08401-INHAME,KG,13.33,12.67,12.67
2023-01-05,01101-JABUTICABA,KG,26.67,20.0,11.11
2023-01-05,01201-JACA,UND,30,30.0,30.0
2023-01-05,06501-JILO,KG,13.08,12.0,12.0
2023-01-05,11301-KINKAN,KG,37.5,37.5,37.5
2023-01-05,01350-KIWI IMPORTADO,KG,14,14.0,12.0
2023-01-05,01401-LARANJA BAIA (UMBIGO),KG,7.22,6.67,5.55
2023-01-05,01450-LARANJA IMPORTADA,KG,12,9.14,7.78
2023-01-05,01403-LARANJA LIMA (CEU),KG,3.89,3.33,2.22
2023-01-05,01406-LARANJA SUCO,KG,3.06,2.78,2.22
2023-01-05,01501-LIMA,KG,7.78,6.11,3.05
2023-01-05,01650-LIMAO IMPORTADO,KG,10,9.33,8.67
2023-01-05,01602-LIMAO SICILIANO,KG,6.33,6.33,6.33
2023-01-05,01603-LIMAO TAITI,KG,3.33,2.78,2.22
2023-01-05,10701-LOURO,MOL,2,2.0,1.5
2023-01-05,01704-MACA FUJI CX PAP,KG,9.44,9.44,4.44
2023-01-05,01701-MACA FUJI CX PLAST,KG,8.06,6.11,3.5
2023-01-05,01753-MACA FUJI IMPORTADA,KG,7.5,7.22,7.22
2023-01-05,01705-MACA GALA CX PAP,KG,9.72,9.72,4.44
2023-01-05,01703-MACA GALA CX PLAST,KG,8.06,6.11,3.5
2023-01-05,01754-MACA GALA IMPORTADA,KG,10.44,9.44,7.78
2023-01-05,01707-MACA GOLDEN CX PAP,KG,8.89,7.78,7.78
2023-01-05,01756-MACA GRANNY SMITH,KG,10.28,10.28,9.72
2023-01-05,01755-MACA RED DELICIOUS,KG,10,9.21,9.21
2023-01-05,01803-MAMAO AMAZONAS (PAPAIA),KG,9.5,8.5,7.5
2023-01-05,01802-MAMAO FORMOSA,KG,9,7.3,6.5
2023-01-05,08501-MANDIOCA,KG,3.89,3.33,2.5
2023-01-05,08601-MANDIOQUINHA,KG,20,20.0,15.0
2023-01-05,01901-MANGA,KG,3.89,3.05,2.5
2023-01-05,05402-MANJERICAO,MOL,2,1.5,1.5
2023-01-05,05401-MANJERONA,MOL,2,2.0,1.5
2023-01-05,02001-MARACUJA AZEDO,KG,15,11.0,9.0
2023-01-05,02002-MARACUJA DOCE,KG,30,22.5,20.0
2023-01-05,06601-MAXIXE,KG,12.31,11.54,11.54
2023-01-05,11601-MEL,KG,30,25.0,20.0
2023-01-05,02101-MELANCIA,KG,3.5,1.5,1.0
2023-01-05,10901-MELANCIA KODAMA / BABY,KG,8,6.0,6.0
2023-01-05,02201-MELAO COMUM (GAUCHO),KG,3.89,3.33,2.22
2023-01-05,02202-MELAO ESPANHOL,KG,5,4.23,3.69
2023-01-05,02208-MELAO GALIA / CANTALOUPE,KG,6.67,5.55,3.75
2023-01-05,02205-MELAO NET,KG,10,8.33,8.33
2023-01-05,02204-MELAO ORANGE,KG,8.33,6.67,6.33
2023-01-05,02206-MELAO PELE DE SAPO,KG,5.83,5.0,4.23
2023-01-05,09601-MILHO PIPOCA,KG,7,7.0,6.5
2023-01-05,09401-MILHO RACAO,KG,2,2.0,1.9
2023-01-05,06701-MILHO VERDE (3UN),SCL,3.5,3.0,2.5
2023-01-05,03901-MIRTILO,KG,100,50.0,50.0
2023-01-05,06801-MOGANGO,KG,2.5,2.25,2.0
2023-01-05,06903-MORANGA AMARELA / PATACA,KG,1.75,1.5,1.25
2023-01-05,06901-MORANGA CABOTIA PRETA,PRETA,KG,3.75,3.0
2023-01-05,02301-MORANGO,KG,15,12.0,10.0
2023-01-05,05501-MOSTARDA,KG,20,15.0,10.0
2023-01-05,08703-NABO (EM CAIXA OU EM SACO),KG,3,2.5,2.0
2023-01-05,08701-NABO (EM MOLHO),DZ,40,25.0,25.0
2023-01-05,02401-NECTARINA,KG,7,6.0,4.0
2023-01-05,02450-NECTARINA IMPORTADA,KG,15.56,7.55,7.55
2023-01-05,02501-NESPERA,KG,75,75.0,75.0
2023-01-05,08901-OVO BRANCO CX30DZ,CX,175,170.0,165.0
2023-01-05,08903-OVO CODORNA CXT30UN,CXT,6,6.0,5.5
2023-01-05,08902-OVO VERMELHO CX30DZ,CX,190,180.0,175.0
2023-01-05,07001-PEPINO CONSERVA,KG,6.67,5.55,4.44
2023-01-05,07003-PEPINO JAPONES,KG,4.44,3.33,2.78
2023-01-05,07002-PEPINO SALADA,KG,3.33,2.22,1.39
2023-01-05,02750-PERA ASIATICA,KG,16,16.0,16.0
2023-01-05,02754-PERA DANJOU,KG,9.44,8.33,8.33
2023-01-05,02701-PERA NACIONAL,KG,5,4.0,1.75
2023-01-05,02751-PERA VERMELHA,KG,8.33,7.78,7.78
2023-01-05,02755-PERA WILLIAMS / PACKAMS,KG,13.33,8.33,8.33
2023-01-05,02850-PESSEGO IMPORTADO,KG,20,20.0,20.0
2023-01-05,02801-PESSEGO NACIONAL,KG,6,4.5,3.5
2023-01-05,07101-PIMENTA,KG,20,20.0,15.0
2023-01-05,07201-PIMENTAO,KG,5.5,4.5,3.0
2023-01-05,07204-PIMENTAO AMARELO,KG,12,12.0,10.0
2023-01-05,07202-PIMENTAO CAPELETI,KG,15,15.0,11.25
2023-01-05,07203-PIMENTAO VERMELHO,KG,12,12.0,10.0
2023-01-05,02901-PINHA,KG,16.67,15.0,15.0
2023-01-05,11101-PITAYA,KG,25,22.22,20.0
2023-01-05,07301-QUIABO,KG,15,12.0,10.0
2023-01-05,08802-RABANETE,KG,3.5,3.0,2.5
2023-01-05,08801-RABANETE MOLHO,DZ,25,25.0,20.0
2023-01-05,12101-RAIZ FORTE,KG,100,100.0,100.0
2023-01-05,05602-REPOLHO ROXO,KG,35,30.0,25.0
2023-01-05,05601-REPOLHO VERDE,KG,2,1.5,0.75
2023-01-05,03101-ROMA,KG,26.67,22.22,22.22
2023-01-05,05701-RUCULA,DZ,15,15.0,10.0
2023-01-05,05801-SALVIA,MOL,2,1.5,1.5
2023-01-05,03250-TANGERINA IMPORTADA,KG,10,9.0,8.0
2023-01-05,03202-TANGERINA MURCOTT,KG,8.33,8.33,5.0
2023-01-05,07401-TOMATE CAQUI (GAUCHO),KG,7.5,5.5,4.0
2023-01-05,07404-TOMATE CAQUI LONGA VIDA,KG,6.67,4.5,3.5
2023-01-05,07405-TOMATE CEREJA (MINI TOMATES),KG,12,8.0,6.5
2023-01-05,07402-TOMATE ITALIANO / PAULISTA,KG,7.22,6.0,3.89
2023-01-05,03302-UVA COMUM DE MESA,KG,6,5.71,5.0
2023-01-05,03350-UVA IMPORTADA,KG,21.5,21.25,21.25
2023-01-05,03303-UVAS FINAS DE MESA,KG,21.5,15.0,15.0
2023-01-05,07501-VAGEM,KG,9,6.0,4.0
2023-01-05,12201-YACON,KG,16,12.0,10.0
2023-01-05,50001-ANTURIO VASO,UND,49,35.0,20.0
2023-01-05,50102-ASTER,MOL,30,24.0,18.0
2023-01-05,50202-ASTROMELIA,MOL,25,20.0,15.0
2023-01-05,51901-AZALEIA VASO,UND,22,15.0,15.0
2023-01-05,50401-BEGONIA,UND,25,15.0,10.0
2023-01-05,50602-BOCA DE LEAO,MOL,25,25.0,22.0
2023-01-05,50701-BONSAI,UND,30,30.0,25.0
2023-01-05,50801-CACTUS,UND,105,10.0,3.5
2023-01-05,50806-CACTUS MINI 15UN,CX,48,45.0,40.0
2023-01-05,50902-COPO DE LEITE,MOL,30,30.0,30.0
2023-01-05,51102-CRAVINA,MOL,39,39.0,15.0
2023-01-05,51601-CRAVO,DZ,49,40.0,30.0
2023-01-05,51701-CRISANTEMO,UND,20,20.0,10.0
2023-01-05,51702-CRISANTEMO VASO,MOL,49,45.0,35.0
2023-01-05,51602-ESTATICE,MOL,20,20.0,20.0
2023-01-05,51402-GERBERA 12UN,MOL,45,40.0,35.0
2023-01-05,51502-GIRASSOL 6UN,MOL,35,28.0,28.0
2023-01-05,51501-GIRASSOL VASO,UND,30,30.0,30.0
2023-01-05,51001-GLADIOLO,UND,15,15.0,15.0
2023-01-05,51002-GLADIOLO MOLHE,MOL,15,15.0,15.0
2023-01-05,52201-GLOXINIA VASO,UND,25,25.0,25.0
2023-01-05,52001-KALANCHOE,UND,15,7.9,6.9
2023-01-05,52006-KALANCHOE MINI15UN,CX,55,45.0,35.0
2023-01-05,53501-KALANDIVA VASO,UND,10,8.0,6.9
2023-01-05,53601-LIRIO DA PAZ,UND,29,24.0,15.0
2023-01-05,53602-LIRIO MOLHE,MOL,65,59.0,20.0
2023-01-05,51802-LISIANTHUS,MOL,70,45.0,15.0
2023-01-05,54701-MOSQUITINHO,MOL,35,35.0,29.0
2023-01-05,52250-MOSQUITINHO IMP,MOL,45,35.0,35.0
2023-01-05,52301-ORQUIDEA VASO,UND,95,45.0,45.0
2023-01-05,53606-PRIMULA 15UN,CX,20,20.0,20.0
2023-01-05,54901-ROSA COLORIDA 20UN,MOL,65,49.0,25.0
2023-01-05,54950-ROSA IMPORTADA,MOL,250,250.0,250.0
