DATA,PRODUTO,UNIDADE,MÁXIMO,MAIS FREQUENTE,MINIMO
2023-10-10,01755-MACA RED DELICIOUS,KG,10,9.48,9.48
2023-10-10,01803-MAMAO AMAZONAS (PAPAIA),KG,9.8,9.0,7.0
2023-10-10,01802-MAMAO FORMOSA,KG,9,8.46,7.0
2023-10-10,08501-MANDIOCA,KG,2.25,2.0,1.75
2023-10-10,08601-MANDIOQUINHA,KG,20,20.0,15.0
2023-10-10,01901-MANGA,KG,6.11,5.55,4.44
2023-10-10,05402-MANJERICAO,MOL,2,2.0,1.5
2023-10-10,05401-MANJERONA,MOL,2,2.0,1.5
2023-10-10,02001-MARACUJA AZEDO,KG,11,10.0,9.0
2023-10-10,02002-MARACUJA DOCE,KG,25,25.0,25.0
2023-10-10,06601-MAXIXE,KG,13.85,13.85,11.54
2023-10-10,11601-MEL,KG,30,25.0,24.0
2023-10-10,02101-MELANCIA,KG,2.8,2.7,2.5
2023-10-10,10901-MELANCIA KODAMA / BABY,KG,8,8.0,5.0
2023-10-10,10902-MELANCIA PINGO DOCE,KG,3.8,3.8,3.5
2023-10-10,02202-MELAO ESPANHOL,KG,5.84,5.0,4.16
2023-10-10,02208-MELAO GALIA / CANTALOUPE,KG,9.44,7.22,5.0
2023-10-10,02205-MELAO NET,KG,9.16,9.16,9.16
2023-10-10,02204-MELAO ORANGE,KG,8.34,8.34,6.34
2023-10-10,02206-MELAO PELE DE SAPO,KG,5.84,5.42,5.42
2023-10-10,09601-MILHO PIPOCA,KG,7,6.4,6.0
2023-10-10,09401-MILHO RACAO,KG,2,1.8,1.5
2023-10-10,06701-MILHO VERDE (3UN),SCL,4,3.5,3.0
2023-10-10,03901-MIRTILO,KG,100,100.0,83.34
2023-10-10,06903-MORANGA AMARELA / PATACA,KG,2,1.5,1.25
2023-10-10,06901-MORANGA CABOTIA PRETA,KG,2.25,2.0,1.75
2023-10-10,02301-MORANGO,KG,22,20.0,15.0
2023-10-10,05501-MOSTARDA,DZ,50,30.0,20.0
2023-10-10,08703-NABO (EM CAIXA OU EM SACO),KG,3,3.0,2.5
2023-10-10,08701-NABO (EM MOLHO),DZ,50,40.0,25.0
2023-10-10,02401-NECTARINA,KG,10,10.0,8.0
2023-10-10,02450-NECTARINA IMPORTADA,KG,16.67,16.67,16.67
2023-10-10,02501-NESPERA,KG,60,45.0,45.0
2023-10-10,02601-NOZ PECA,KG,25,20.0,20.0
2023-10-10,08901-OVO BRANCO CX30DZ,CX,190,180.0,170.0
2023-10-10,08903-OVO CODORNA CXT30UN,CXT,6.5,6.5,6.5
2023-10-10,08902-OVO VERMELHO CX30DZ,CX,200,190.0,180.0
2023-10-10,07001-PEPINO CONSERVA,KG,20,18.0,12.0
2023-10-10,07003-PEPINO JAPONES,KG,7.22,6.11,3.89
2023-10-10,07002-PEPINO SALADA,KG,4.44,3.33,2.22
2023-10-10,02750-PERA ASIATICA,KG,15,13.75,13.75
2023-10-10,02754-PERA DANJOU,KG,8.89,7.22,7.22
2023-10-10,02701-PERA NACIONAL,KG,7,6.0,5.0
2023-10-10,02751-PERA VERMELHA,KG,15,9.45,9.45
2023-10-10,02755-PERA WILLIAMS / PACKAMS,KG,7.78,7.12,7.12
2023-10-10,02850-PESSEGO IMPORTADO,KG,13.75,13.75,13.75
2023-10-10,02801-PESSEGO NACIONAL,KG,10,8.0,6.0
2023-10-10,07101-PIMENTA,KG,20,15.0,15.0
2023-10-10,07201-PIMENTAO,KG,8,6.0,4.5
2023-10-10,07204-PIMENTAO AMARELO,KG,15,13.0,10.0
2023-10-10,07202-PIMENTAO CAPELETI,KG,16,15.0,12.0
2023-10-10,07203-PIMENTAO VERMELHO,KG,15,13.0,10.0
2023-10-10,02901-PINHA,KG,20,20.0,15.0
2023-10-10,03001-PINHAO,KG,6,5.0,4.0
2023-10-10,11101-PITAYA,KG,50,43.33,30.0
2023-10-10,07301-QUIABO,KG,16,15.0,15.0
2023-10-10,08802-RABANETE,KG,5,5.0,3.5
2023-10-10,08801-RABANETE MOLHO,DZ,40,35.0,25.0
2023-10-10,12101-RAIZ FORTE,KG,100,100.0,100.0
2023-10-10,05602-REPOLHO ROXO,DZ,50,40.0,35.0
2023-10-10,05601-REPOLHO VERDE,KG,2.75,2.0,1.5
2023-10-10,03101-ROMA,KG,44.44,44.44,33.34
2023-10-10,05701-RUCULA,DZ,50,30.0,20.0
2023-10-10,05801-SALVIA,MOL,2,1.5,1.5
2023-10-10,03201-TANGERINA COMUM / CAI,KG,3.33,2.78,1.75
2023-10-10,03250-TANGERINA IMPORTADA,KG,10,8.0,8.0
2023-10-10,03204-TANGERINA MONTENEGRINA,KG,4.72,3.33,2.78
2023-10-10,03202-TANGERINA MURCOTT,KG,4.72,3.33,2.78
2023-10-10,03205-TANGERINA OUTRAS,KG,4.44,3.61,2.22
2023-10-10,03203-TANGERINA PONKAN,KG,4.17,3.75,2.22
2023-10-10,07401-TOMATE CAQUI (GAUCHO),KG,9.44,7.5,5.0
2023-10-10,07404-TOMATE CAQUI LONGA VIDA,KG,6.5,6.0,3.33
2023-10-10,07405-TOMATE CEREJA (MINI TOMATES),KG,13,8.75,7.22
2023-10-10,07402-TOMATE ITALIANO / PAULISTA,KG,8.5,7.0,4.5
2023-10-10,03302-UVA COMUM DE MESA,KG,6,6.0,4.28
2023-10-10,03350-UVA IMPORTADA,KG,15.63,15.63,14.37
2023-10-10,03303-UVAS FINAS DE MESA,KG,13.75,13.75,10.7
2023-10-10,07501-VAGEM,KG,17,17.0,15.0
2023-10-10,12201-YACON,KG,18,16.0,15.0
2023-10-10,50001-ANTURIO VASO,UND,35,25.0,15.0
2023-10-10,50102-ASTER,MOL,25,25.0,25.0
2023-10-10,50202-ASTROMELIA,MOL,18,18.0,18.0
2023-10-10,51901-AZALEIA VASO,UND,25,18.0,18.0
2023-10-10,50401-BEGONIA,UND,20,20.0,16.0
2023-10-10,50602-BOCA DE LEAO,MOL,25,25.0,25.0
2023-10-10,50701-BONSAI,UND,30,25.0,25.0
2023-10-10,50801-CACTUS,UND,100,10.0,4.0
2023-10-10,50806-CACTUS MINI 15UN,CX,50,48.0,48.0
2023-10-10,51102-CRAVINA,MOL,28,28.0,28.0
2023-10-10,51601-CRAVO,DZ,35,35.0,25.0
2023-10-10,51701-CRISANTEMO,MOL,48,48.0,48.0
2023-10-10,51702-CRISANTEMO VASO,UND,20,15.0,10.0
2023-10-10,51602-ESTATICE,MOL,25,25.0,25.0
2023-10-10,51402-GERBERA 12UN,MOL,40,40.0,40.0
2023-10-10,51502-GIRASSOL 6UN,MOL,35,35.0,35.0
2023-10-10,51501-GIRASSOL VASO,UND,12,12.0,12.0
2023-10-10,52001-KALANCHOE,UND,8,8.0,5.0
2023-10-10,52006-KALANCHOE MINI15UN,CX,50,48.0,48.0
2023-10-10,53501-KALANDIVA VASO,UND,15,15.0,8.0
2023-10-10,53601-LIRIO DA PAZ,UND,20,20.0,20.0
2023-10-10,53602-LIRIO MOLHE,MOL,65,45.0,40.0
2023-10-10,51802-LISIANTHUS,MOL,65,65.0,65.0
2023-10-10,54701-MOSQUITINHO,MOL,30,30.0,30.0
2023-10-10,52301-ORQUIDEA VASO,UND,130,85.0,35.0
2023-10-10,54901-ROSA COLORIDA 20UN,MOL,40,40.0,35.0
2023-10-10,54601-ROSA VERMELHA 20UN,MOL,40,40.0,35.0
2023-10-10,52101-SAMAMBAIA CUIA,UND,35,30.0,30.0
2023-10-10,52601-SUCULENTAS,UND,35,10.0,10.0
2023-10-10,52606-SUCULENTAS MINI 15UN,CX,48,48.0,40.0
2023-10-10,52702-TANGO,MOL,20,20.0,20.0
2023-10-10,52801-THUIA CIPRESTE VASO,UND,24,24.0,24.0
2023-10-10,53004-VERDES ASPARGO,MOL,24,24.0,24.0
2023-10-10,53104-VERDES EUCALIPTUS,MOL,30,30.0,30.0
2023-10-10,53204-VERDES RUSCUS,MOL,24,24.0,24.0
2023-10-10,54801-VERDES (SAMAMBAIA PRETA),MOL,15,15.0,15.0
2023-10-10,51801-VIOLETA,UND,6,6.0,5.0
2023-10-10,51806-VIOLETA MINI 15UN,CX,45,45.0,45.0
2023-10-12,00101-ABACATE,KG,6,5.5,3.33
2023-10-12,00201-ABACAXI CAIENA (HAWAI),UND,7.5,6.0,5.0
2023-10-12,00202-ABACAXI PEROLA,UND,7,5.0,3.5
2023-10-12,00203-ABACAXI TERRA DE AREIA,UND,4.25,3.25,1.75
2023-10-12,05901-ABOBORA,KG,3.5,3.5,2.5
2023-10-12,06003-ABOBRINHA ITALIANA,KG,6,4.0,2.0
2023-10-12,06004-ABOBRINHA TRONCO,KG,5.33,5.33,3.33
2023-10-12,03401-ACEROLA,KG,20,20.0,17.5
2023-10-12,04201-AGRIAO,DZ,20,20.0,15.0
2023-10-12,04301-AIPO SALSAO,DZ,120,120.0,96.0
2023-10-12,04401-ALCACHOFRA,UND,8.57,8.57,5.0
2023-10-12,04450-ALCACHOFRA IMPORTADA,KG,28.6,28.6,28.6
2023-10-12,10201-ALECRIM,MOL,2,2.0,1.5
2023-10-12,04501-ALFACE,DZ,35,30.0,25.0
2023-10-12,04502-ALFACE AMERICANA,DZ,45,40.0,25.0
2023-10-12,07650-ALHO IMPORTADO,KG,26,23.0,20.0
2023-10-12,12001-ALHO MACHO,KG,20,18.0,12.0
2023-10-12,07603-ALHO NACIONAL,KG,25,22.0,18.0
2023-10-12,11001-ALHO PORO,DZ,35,35.0,35.0
2023-10-12,04601-ALMEIRAO / RADITE,DZ,25,20.0,15.0
2023-10-12,00350-AMEIXA IMPORTADA,KG,13.34,13.34,13.34
2023-10-12,09502-AMENDOIM COM CASCA,KG,8.8,8.0,8.0
2023-10-12,09501-AMENDOIM SEM CASCA,KG,9.6,9.6,8.8
2023-10-12,00401-AMORA PRETA,KG,66.67,66.67,12.5
2023-10-12,00501-BANANA CATURRA / NANICA,KG,4,2.75,2.2
2023-10-12,00502-BANANA DA TERRA E OUTRAS,KG,7,6.5,6.5
2023-10-12,00505-BANANA MACA,KG,12,10.0,8.0
2023-10-12,00503-BANANA PRATA / BRANCA,KG,5,3.75,2.5
2023-10-12,10101-BATATA-DOCE,KG,4.72,3.61,2.22
2023-10-12,07701-BATATA INGLESA,KG,4.25,3.6,2.4
2023-10-12,06101-BERINJELA,KG,7.5,7.0,6.0
2023-10-12,07802-BETERRABA,KG,5,3.05,2.22
2023-10-12,07801-BETERRABA MOLHO,DZ,45,40.0,30.0
2023-10-12,04702-BROCOLIS,DZ,40,35.0,30.0
2023-10-12,11701-BROTOS DIVERSOS,KG,36,25.0,25.0
2023-10-12,00650-CAQUI IMPORTADO,KG,23.34,23.34,23.34
2023-10-12,07901-CARA,KG,10,8.67,8.67
2023-10-12,00701-CARAMBOLA,KG,30,25.0,12.0
2023-10-12,08001-CEBOLA NACIONAL,KG,3.5,3.0,2.5
2023-10-12,08002-CEBOLA ROXA,KG,6.25,6.25,5.0
2023-10-12,08102-CENOURA,KG,6,3.5,2.22
2023-10-12,08150-CENOURA BABY,KG,20,20.0,16.0
2023-10-12,08101-CENOURA MOLHO,DZ,35,30.0,25.0
2023-10-12,09850-CEREJA IMPORTADA,KG,160,110.0,110.0
2023-10-12,04801-CHEIRO VERDE / TEMPERO,DZ,20,15.0,12.0
2023-10-12,04901-CHICORIA / ESCAROLA,DZ,30,25.0,20.0
2023-10-12,06201-CHUCHU,KG,3,2.25,1.75
2023-10-12,00802-COCO SECO,KG,5.56,4.45,3.62
2023-10-12,00801-COCO VERDE,UND,5,4.5,4.5
2023-10-12,05001-COUVE,DZ,30,20.0,20.0
2023-10-12,10501-COUVE CHINESA,DZ,50,40.0,30.0
2023-10-12,10601-COUVE-FLOR,DZ,60,45.0,35.0
2023-10-12,03501-ENDIVIA,KG,60,60.0,50.0
2023-10-12,05101-ERVA DOCE / FUNCHO,DZ,80,80.0,72.0
2023-10-12,05102-ERVAS AROMATICAS,MOL,2,2.0,1.5
2023-10-12,06302-ERVILHA,KG,17.15,17.15,12.5
2023-10-12,06303-ERVILHA TORTA,KG,33.3,27.78,27.78
2023-10-12,05301-ESPINAFRE,DZ,50,30.0,20.0
2023-10-12,06401-FAVA,KG,15,15.0,12.0
2023-10-12,09301-FEIJAO,KG,12,8.0,7.0
2023-10-12,00901-FIGO MADURO,KG,44.45,44.45,13.89
2023-10-12,12301-FLORES COMESTIVEIS,UND,9,9.0,8.0
2023-10-12,08201-GENGIBRE,KG,14,13.0,12.0
2023-10-12,01001-GOIABA,KG,16.67,8.34,10.0
2023-10-12,12401-GRAVIOLA,KG,13.34,13.34,13.34
2023-10-12,08401-INHAME,KG,10,10.0,10.0
2023-10-12,01101-JABUTICABA,KG,26.67,13.88,11.11
2023-10-12,01201-JACA,UND,40,30.0,30.0
2023-10-12,06501-JILO,KG,15,13.84,13.84
2023-10-12,11301-KINKAN,KG,50,40.0,40.0
2023-10-12,01350-KIWI IMPORTADO,KG,22,22.0,20.0
2023-10-12,01301-KIWI NACIONAL,KG,20,15.0,12.0
2023-10-12,01401-LARANJA BAIA (UMBIGO),KG,3.33,2.78,2.22
2023-10-12,01450-LARANJA IMPORTADA,KG,11.07,9.29,9.29
2023-10-12,01403-LARANJA LIMA (CEU),KG,3.33,2.78,1.94
2023-10-12,01406-LARANJA SUCO,KG,3.05,2.5,2.22
2023-10-12,09701-LENTILHA,KG,20,15.0,10.0
2023-10-12,01501-LIMA,KG,6.67,6.11,6.11
2023-10-12,01650-LIMAO IMPORTADO,KG,6.67,6.67,5.67
2023-10-12,01602-LIMAO SICILIANO,KG,7.14,6.5,6.43
2023-10-12,01603-LIMAO TAITI,KG,6.11,5.55,3.89
2023-10-12,10701-LOURO,MOL,2,2.0,2.0
2023-10-12,01704-MACA FUJI CX PAP,KG,7.28,6.11,5.0
2023-10-12,01701-MACA FUJI CX PLAST,KG,6.5,4.44,2.78
2023-10-12,01753-MACA FUJI IMPORTADA,KG,12.78,12.78,12.78
2023-10-12,01705-MACA GALA CX PAP,KG,8.89,7.22,5.0
2023-10-12,01703-MACA GALA CX PLAST,KG,6.75,5.55,2.78
2023-10-12,01754-MACA GALA IMPORTADA,KG,9.17,8.89,8.89
2023-10-12,01707-MACA GOLDEN CX PAP,KG,10.28,7.22,7.22
2023-10-12,01756-MACA GRANNY SMITH,KG,14.33,13.89,13.89
2023-10-12,01755-MACA RED DELICIOUS,KG,10,9.48,9.48
2023-10-12,01803-MAMAO AMAZONAS (PAPAIA),KG,9,9.0,7.0
2023-10-12,01802-MAMAO FORMOSA,KG,8.5,8.0,6.15
2023-10-12,08501-MANDIOCA,KG,2.25,2.0,1.75
2023-10-12,08601-MANDIOQUINHA,KG,20,20.0,15.0
2023-10-12,01901-MANGA,KG,6.11,5.55,4.44
2023-10-12,05402-MANJERICAO,MOL,2,2.0,1.5
2023-10-12,05401-MANJERONA,MOL,2,2.0,1.5
2023-10-12,02001-MARACUJA AZEDO,KG,11,10.0,9.0
2023-10-12,02002-MARACUJA DOCE,KG,25,25.0,25.0
2023-10-12,06601-MAXIXE,KG,13.85,13.85,11.54
2023-10-12,11601-MEL,KG,30,25.0,24.0
2023-10-12,02101-MELANCIA,KG,2.8,2.7,2.5
2023-10-12,10901-MELANCIA KODAMA / BABY,KG,8,8.0,5.0
2023-10-12,10902-MELANCIA PINGO DOCE,KG,3.8,3.8,3.5
2023-10-12,02202-MELAO ESPANHOL,KG,5.84,5.0,4.16
2023-10-12,02208-MELAO GALIA / CANTALOUPE,KG,9.44,7.22,5.0
2023-10-12,02205-MELAO NET,KG,9.16,9.16,9.16
2023-10-12,02204-MELAO ORANGE,KG,8.34,8.34,6.34
2023-10-12,02206-MELAO PELE DE SAPO,KG,5.84,5.42,5.42
2023-10-12,09601-MILHO PIPOCA,KG,7,6.4,6.0
2023-10-12,09401-MILHO RACAO,KG,2,1.8,1.5
2023-10-12,06701-MILHO VERDE (3UN),SCL,4.5,4.0,3.5
2023-10-12,03901-MIRTILO,KG,100,100.0,83.34
2023-10-12,06903-MORANGA AMARELA / PATACA,KG,2,1.5,1.25
2023-10-12,06901-MORANGA CABOTIA PRETA,KG,2.25,2.0,1.75
2023-10-12,02301-MORANGO,KG,30,25.0,20.0
2023-10-12,05501-MOSTARDA,DZ,50,30.0,25.0
2023-10-12,08703-NABO (EM CAIXA OU EM SACO),KG,3,3.0,2.5
2023-10-12,08701-NABO (EM MOLHO),DZ,50,40.0,25.0
2023-10-12,02401-NECTARINA,KG,10,8.0,6.0
2023-10-12,02450-NECTARINA IMPORTADA,KG,16.67,16.67,16.67
2023-10-12,02501-NESPERA,KG,60,45.0,45.0
2023-10-12,02601-NOZ PECA,KG,25,20.0,20.0
2023-10-12,08901-OVO BRANCO CX30DZ,CX,190,180.0,170.0
2023-10-12,08903-OVO CODORNA CXT30UN,CXT,6.5,6.5,6.5
2023-10-12,08902-OVO VERMELHO CX30DZ,CX,200,190.0,180.0
2023-10-12,07001-PEPINO CONSERVA,KG,20,18.0,12.0
2023-10-12,07003-PEPINO JAPONES,KG,6.67,5.0,2.78
2023-10-12,07002-PEPINO SALADA,KG,4.44,3.61,2.22
2023-10-12,02750-PERA ASIATICA,KG,15,13.75,13.75
2023-10-12,02754-PERA DANJOU,KG,8.89,7.22,7.22
2023-10-12,02701-PERA NACIONAL,KG,7,6.0,5.0
2023-10-12,02751-PERA VERMELHA,KG,15,9.45,9.45
2023-10-12,02755-PERA WILLIAMS / PACKAMS,KG,7.78,7.12,7.12
2023-10-12,02850-PESSEGO IMPORTADO,KG,13.75,13.75,13.75
2023-10-12,02801-PESSEGO NACIONAL,KG,10,8.0,5.0
2023-10-12,07101-PIMENTA,KG,20,15.0,15.0
2023-10-12,07201-PIMENTAO,KG,7.5,6.5,4.0
2023-10-12,07204-PIMENTAO AMARELO,KG,15,13.0,10.0
2023-10-12,07202-PIMENTAO CAPELETI,KG,16,15.0,12.0
2023-10-12,07203-PIMENTAO VERMELHO,KG,15,13.0,10.0
2023-10-12,02901-PINHA,KG,20,20.0,15.0
2023-10-12,03001-PINHAO,KG,6,5.0,4.0
2023-10-12,11101-PITAYA,KG,50,43.33,30.0
2023-10-12,07301-QUIABO,KG,16,15.0,15.0
2023-10-12,08802-RABANETE,KG,5,5.0,3.5
2023-10-12,08801-RABANETE MOLHO,DZ,40,35.0,25.0
2023-10-12,12101-RAIZ FORTE,KG,100,100.0,100.0
2023-10-12,05602-REPOLHO ROXO,DZ,50,45.0,35.0
2023-10-12,05601-REPOLHO VERDE,DZ,2.5,2.25,1.75
2023-10-12,03101-ROMA,KG,44.44,44.44,33.34
2023-10-12,05701-RUCULA,DZ,35,30.0,25.0
2023-10-12,05801-SALVIA,MOL,2,1.5,1.5
2023-10-12,03201-TANGERINA COMUM / CAI,KG,3.33,2.78,1.75
2023-10-12,03250-TANGERINA IMPORTADA,KG,10,8.0,8.0
2023-10-12,03204-TANGERINA MONTENEGRINA,KG,4.72,3.33,2.78
2023-10-12,03202-TANGERINA MURCOTT,KG,4.72,3.33,2.78
2023-10-12,03205-TANGERINA OUTRAS,KG,4.44,3.61,2.22
2023-10-12,03203-TANGERINA PONKAN,KG,4.17,3.75,2.22
2023-10-12,07401-TOMATE CAQUI (GAUCHO),KG,18,15.0,10.0
2023-10-12,07404-TOMATE CAQUI LONGA VIDA,KG,6.5,6.0,4.0
2023-10-12,07405-TOMATE CEREJA (MINI TOMATES),KG,13,8.75,7.22
2023-10-12,07402-TOMATE ITALIANO / PAULISTA,KG,7,6.5,4.5
2023-10-12,03302-UVA COMUM DE MESA,KG,6,6.0,4.28
2023-10-12,03350-UVA IMPORTADA,KG,15.63,15.63,14.37
2023-10-12,03303-UVAS FINAS DE MESA,KG,13.75,13.75,10.7
2023-10-12,07501-VAGEM,KG,20,16.0,10.0
2023-10-12,12201-YACON,KG,18,16.0,15.0
2023-10-12,50001-ANTURIO VASO,UND,49,36.0,15.0
2023-10-12,50102-ASTER,MOL,30,30.0,30.0
2023-10-12,50202-ASTROMELIA,MOL,20,20.0,20.0
2023-10-12,51901-AZALEIA VASO,UND,15,15.0,15.0
2023-10-12,50401-BEGONIA,UND,29,29.0,29.0
2023-10-12,50602-BOCA DE LEAO,MOL,30,30.0,30.0
2023-10-12,50701-BONSAI,UND,29,29.0,29.0
2023-10-12,50801-CACTUS,UND,10,3.5,3.5
2023-10-12,50806-CACTUS MINI 15UN,CX,55,55.0,45.0
2023-10-12,50902-COPO DE LEITE,MOL,39,39.0,39.0
2023-10-12,51102-CRAVINA,MOL,35,35.0,35.0
2023-10-12,51601-CRAVO,DZ,40,40.0,40.0
2023-10-12,51701-CRISANTEMO,MOL,45,45.0,45.0
2023-10-12,51702-CRISANTEMO VASO,UND,19.9,19.9,19.9
2023-10-12,51402-GERBERA 12UN,MOL,45,45.0,45.0
2023-10-12,51502-GIRASSOL 6UN,MOL,30,30.0,30.0
2023-10-12,52001-KALANCHOE,UND,7.9,7.9,7.9
2023-10-12,52006-KALANCHOE MINI15UN,CX,55,55.0,55.0
2023-10-12,53501-KALANDIVA VASO,UND,5.9,5.9,5.9
2023-10-12,53601-LIRIO DA PAZ,UND,20,20.0,20.0
2023-10-12,53602-LIRIO MOLHE,MOL,60,60.0,60.0
2023-10-12,51802-LISIANTHUS,MOL,55,55.0,55.0
2023-10-12,54701-MOSQUITINHO,MOL,30,30.0,30.0
2023-10-12,52250-MOSQUITINHO IMP,MOL,30,30.0,30.0
2023-10-12,52301-ORQUIDEA VASO,UND,25,25.0,19.0
2023-10-12,54901-ROSA COLORIDA 20UN,MOL,59,39.0,39.0
2023-10-12,54601-ROSA VERMELHA 20UN,MOL,59,49.0,39.0
2023-10-12,52101-SAMAMBAIA CUIA,UND,35,35.0,20.0
2023-10-12,52601-SUCULENTAS,UND,3.5,3.5,3.0
2023-10-12,52606-SUCULENTAS MINI 15UN,CX,45,45.0,45.0
2023-10-12,52702-TANGO,MOL,24,45.0,24.0
2023-10-12,52801-THUIA CIPRESTE VASO,UND,24,24.0,24.0
2023-10-12,53004-VERDES ASPARGO,MOL,24,24.0,24.0
2023-10-12,53104-VERDES EUCALIPTUS,MOL,35,35.0,35.0
2023-10-12,53204-VERDES RUSCUS,MOL,24,24.0,24.0
2023-10-12,54801-VERDES (SAMAMBAIA PRETA),MOL,20,15.0,15.0
2023-10-12,51801-VIOLETA,UND,6,5.9,5.9
2023-10-12,51806-VIOLETA MINI 15UN,CX,75,55.0,55.0
2023-10-17,00101-ABACATE,KG,6,5.5,4.5
2023-10-17,00201-ABACAXI CAIENA (HAWAI),UND,7.5,6.0,5.0
2023-10-17,00202-ABACAXI PEROLA,UND,7,5.0,3.5
2023-10-17,00203-ABACAXI TERRA DE AREIA,UND,4.25,3.25,1.75
2023-10-17,05901-ABOBORA,KG,3,3.0,2.0
2023-10-17,06003-ABOBRINHA ITALIANA,KG,6,4.0,2.0
2023-10-17,06004-ABOBRINHA TRONCO,KG,5.33,4.0,3.33
2023-10-17,03401-ACEROLA,KG,20,20.0,15.0
2023-10-17,04201-AGRIAO,DZ,20,15.0,15.0
2023-10-17,04301-AIPO SALSAO,DZ,120,96.0,96.0
2023-10-17,04401-ALCACHOFRA,UND,8.57,7.14,5.0
2023-10-17,04450-ALCACHOFRA IMPORTADA,KG,28.6,23.8,23.8
2023-10-17,10201-ALECRIM,DZ,2,2.0,1.5
2023-10-17,04501-ALFACE,DZ,40,30.0,20.0
2023-10-17,04502-ALFACE AMERICANA,DZ,40,35.0,25.0
2023-10-17,07650-ALHO IMPORTADO,KG,26,23.0,20.0
2023-10-17,12001-ALHO MACHO,KG,20,18.0,12.0
2023-10-17,07603-ALHO NACIONAL,KG,25,22.0,18.0
2023-10-17,11001-ALHO PORO,DZ,35,35.0,35.0
2023-10-17,04601-ALMEIRAO / RADITE,DZ,15,12.0,10.0
2023-10-17,00350-AMEIXA IMPORTADA,KG,15.56,15.56,15.56
2023-10-17,09502-AMENDOIM COM CASCA,KG,8.8,8.0,8.0
2023-10-17,09501-AMENDOIM SEM CASCA,KG,9.6,9.6,8.8
2023-10-17,00401-AMORA PRETA,KG,83.34,83.34,83.34
2023-10-17,00501-BANANA CATURRA / NANICA,KG,4,2.78,2.22
2023-10-17,00502-BANANA DA TERRA E OUTRAS,KG,7,6.5,6.5
2023-10-17,00505-BANANA MACA,KG,12,10.0,8.0
2023-10-17,00503-BANANA PRATA / BRANCA,KG,5,3.75,2.5
2023-10-17,10101-BATATA-DOCE,KG,4.72,3.61,2.22
2023-10-17,07701-BATATA INGLESA,KG,4.5,3.6,2.4
2023-10-17,06101-BERINJELA,KG,8,7.0,6.0
2023-10-17,07802-BETERRABA,KG,5,3.05,2.22
2023-10-17,07801-BETERRABA MOLHO,DZ,45,40.0,30.0
2023-10-17,04702-BROCOLIS,DZ,35,30.0,25.0
2023-10-17,11701-BROTOS DIVERSOS,KG,36,25.0,25.0
2023-10-17,00650-CAQUI IMPORTADO,KG,30,30.0,30.0
2023-10-17,07901-CARA,KG,10,8.0,6.7
2023-10-17,00701-CARAMBOLA,KG,30,30.0,12.0
2023-10-17,08001-CEBOLA NACIONAL,KG,4,3.25,3.0
2023-10-17,08002-CEBOLA ROXA,KG,6.75,6.75,5.5
2023-10-17,08102-CENOURA,KG,6,3.5,2.22
2023-10-17,08150-CENOURA BABY,KG,18,18.0,16.0
2023-10-17,08101-CENOURA MOLHO,DZ,35,30.0,25.0
2023-10-17,09850-CEREJA IMPORTADA,KG,160,110.0,110.0
2023-10-17,04801-CHEIRO VERDE / TEMPERO,DZ,20,15.0,12.0
2023-10-17,04901-CHICORIA / ESCAROLA,DZ,30,25.0,20.0
2023-10-17,06201-CHUCHU,KG,3,2.25,1.75
2023-10-17,00802-COCO SECO,KG,5.56,5.0,3.78
2023-10-17,00801-COCO VERDE,UND,5,4.5,4.5
2023-10-17,05001-COUVE,DZ,30,20.0,15.0
2023-10-17,10501-COUVE CHINESA,DZ,50,40.0,30.0
2023-10-17,10601-COUVE-FLOR,DZ,60,45.0,35.0
2023-10-17,03501-ENDIVIA,KG,60,60.0,50.0
2023-10-17,05101-ERVA DOCE / FUNCHO,DZ,80,80.0,72.0
2023-10-17,05102-ERVAS AROMATICAS,MOL,2,2.0,1.5
2023-10-17,06302-ERVILHA,KG,42.86,42.86,17.15
2023-10-17,06303-ERVILHA TORTA,KG,38.89,38.89,20.0
2023-10-17,05301-ESPINAFRE,DZ,35,35.0,20.0
2023-10-17,06401-FAVA,KG,15,15.0,12.0
2023-10-17,09301-FEIJAO,KG,12,8.0,7.0
2023-10-17,00901-FIGO MADURO,KG,33.34,33.34,33.34
2023-10-17,12301-FLORES COMESTIVEIS,UND,9,9.0,8.0
2023-10-17,08201-GENGIBRE,KG,13,12.0,12.0
2023-10-17,01001-GOIABA,KG,10,8.34,7.5
2023-10-17,12401-GRAVIOLA,KG,15,13.34,13.34
2023-10-17,08401-INHAME,KG,10,8.67,8.67
2023-10-17,01101-JABUTICABA,KG,20,20.0,11.11
2023-10-17,01201-JACA,UND,35,30.0,30.0
2023-10-17,06501-JILO,KG,14,13.08,13.08
2023-10-17,11301-KINKAN,KG,50,40.0,40.0
2023-10-17,01350-KIWI IMPORTADO,KG,25,22.0,19.0
2023-10-17,01401-LARANJA BAIA (UMBIGO),KG,3.61,3.33,2.22
2023-10-17,01450-LARANJA IMPORTADA,KG,11.07,9.29,9.29
2023-10-17,01403-LARANJA LIMA (CEU),KG,3.89,3.33,2.22
2023-10-17,01406-LARANJA SUCO,KG,3.05,2.5,2.22
2023-10-17,09701-LENTILHA,KG,20,15.0,10.0
2023-10-17,01501-LIMA,KG,6.67,6.11,6.11
2023-10-17,01650-LIMAO IMPORTADO,KG,6.67,6.67,5.67
